City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Okato,NZ,2021-11-28 21:29:45,-39.2,173.8833,64.63,82,76,6.73
287,Derzhavinsk,KZ,2021-11-28 21:29:45,51.1,66.3167,8.91,77,100,4.03
288,George Town,MY,2021-11-28 21:29:46,5.4112,100.3354,76.95,88,20,0.0
289,Dhampur,IN,2021-11-28 21:29:46,29.3167,78.5167,57.69,46,0,4.94
290,Nara,JP,2021-11-28 21:29:24,34.6851,135.8049,40.28,64,36,2.71
291,Sibiti,CG,2021-11-28 21:29:46,-3.6819,13.3499,68.47,97,80,1.34
292,Luba,GQ,2021-11-28 21:29:47,3.4568,8.5547,78.69,79,92,6.51
293,Valleyview,CA,2021-11-28 21:29:47,55.0667,-117.2859,42.84,65,88,6.91
294,Hassleholm,SE,2021-11-28 21:29:47,56.1591,13.7664,35.38,91,100,12.91
295,Alofi,NU,2021-11-28 21:29:47,-19.0595,-169.9187,80.49,50,57,16.11
296,Xining,CN,2021-11-28 21:29:48,36.6167,101.7667,22.15,79,100,3.24
297,Karratha,AU,2021-11-28 21:29:48,-20.7377,116.8463,80.71,63,34,3.18
298,Inirida,CO,2021-11-28 21:29:48,3.8653,-67.9239,79.11,93,97,1.05
299,Seka,TH,2021-11-28 21:29:49,17.9285,103.9552,61.14,83,95,5.01
300,Cine,TR,2021-11-28 21:29:49,37.6117,28.0614,68.9,65,100,6.38
301,Okha,RU,2021-11-28 21:29:49,53.5739,142.9478,22.19,70,100,8.46
302,Ngerengere,TZ,2021-11-28 21:29:49,-6.75,38.1167,73.58,94,100,1.39
303,Narsaq,GL,2021-11-28 21:29:50,60.9167,-46.05,35.82,99,100,2.95
304,Laguna,US,2021-11-28 21:25:29,38.421,-121.4238,71.42,57,1,8.05
305,Vanimo,PG,2021-11-28 21:29:50,-2.6741,141.3028,77.32,89,99,5.5
306,Mayskiy,RU,2021-11-28 21:29:50,47.6931,40.1025,47.61,96,100,8.34
307,Nador,MA,2021-11-28 21:29:51,35.174,-2.9287,55.65,62,20,19.57
308,Norman Wells,CA,2021-11-28 21:29:51,65.282,-126.8329,-23.76,69,75,2.3
309,Waipawa,NZ,2021-11-28 21:29:51,-41.4122,175.5153,65.03,67,71,5.5
310,Ambilobe,MG,2021-11-28 21:30:51,-13.2,49.05,74.86,88,57,2.48
311,Nagua,DO,2021-11-28 21:30:52,19.3832,-69.8474,84.25,84,40,11.5
312,Lensk,RU,2021-11-28 21:30:52,60.7253,114.9278,3.7,98,100,2.73
313,Comodoro Rivadavia,AR,2021-11-28 21:30:38,-45.8667,-67.5,73.26,25,0,29.93
314,Pio Xii,BR,2021-11-28 21:30:53,-3.8325,-45.1525,80.47,71,65,2.01
315,Talara,PE,2021-11-28 21:30:53,-4.5772,-81.2719,74.16,64,0,14.97
316,Seymchan,RU,2021-11-28 21:30:53,62.8833,152.4333,-20.49,98,100,0.81
317,Bundaberg,AU,2021-11-28 21:30:53,-24.85,152.35,73.69,100,90,8.05
318,Grand Gaube,MU,2021-11-28 21:30:54,-20.0064,57.6608,73.8,69,5,7.83
319,Itapage,BR,2021-11-28 21:30:54,-3.6867,-39.5861,79.21,71,29,7.34
320,Vacha,RU,2021-11-28 21:30:54,55.8008,42.7706,29.97,97,100,4.25
321,Kaoma,ZM,2021-11-28 21:30:55,-14.7833,24.8,69.76,65,95,5.19
322,Silifke,TR,2021-11-28 21:30:55,36.3778,33.9344,63.36,66,49,1.39
323,Hay River,CA,2021-11-28 21:30:55,60.8156,-115.7999,8.58,78,90,11.5
324,Wagar,SD,2021-11-28 21:30:56,16.1525,36.2032,77.36,68,2,12.88
325,Balagansk,RU,2021-11-28 21:30:56,54.0103,103.0544,20.55,94,100,8.46
326,Jinka,ET,2021-11-28 21:30:56,5.65,36.65,67.59,64,86,2.21
327,Isangel,VU,2021-11-28 21:30:56,-19.55,169.2667,78.91,94,90,0.0
328,Dombarovskiy,RU,2021-11-28 21:30:57,50.7587,59.5386,18.82,88,100,4.85
329,Upernavik,GL,2021-11-28 21:30:57,72.7868,-56.1549,-9.2,78,10,9.82
330,San Cristobal,VE,2021-11-28 21:30:57,7.7669,-72.225,77.18,69,52,1.1
331,Key Largo,US,2021-11-28 21:29:05,25.0865,-80.4473,78.8,71,21,4.88
332,Nhulunbuy,AU,2021-11-28 21:30:58,-12.2333,136.7667,77.61,83,72,0.0
333,Turukhansk,RU,2021-11-28 21:30:58,65.8167,87.9833,-16.08,100,92,2.24
334,Hirado,JP,2021-11-28 21:30:58,33.3597,129.5531,47.55,63,40,8.05
335,Lyngseidet,NO,2021-11-28 21:30:59,69.5763,20.2189,24.89,87,100,12.57
336,Sosua,DO,2021-11-28 21:30:59,19.7667,-70.5167,87.78,74,20,11.5
337,Roxas,PH,2021-11-28 21:30:59,11.5853,122.7511,78.06,89,50,6.26
338,Porto Novo,BJ,2021-11-28 21:31:00,6.4965,2.6036,84.02,80,77,7.49
339,Faya,SA,2021-11-28 21:31:00,18.3851,42.4509,57.31,39,0,5.44
340,Port-Cartier,CA,2021-11-28 21:29:05,50.0334,-66.8654,30.42,66,100,13.73
341,Provideniya,RU,2021-11-28 21:31:00,64.3833,-173.3,-5.69,59,0,8.95
342,Am Timan,TD,2021-11-28 21:31:01,11.0297,20.2827,79.16,22,5,5.77
343,Key West,US,2021-11-28 21:26:58,24.5557,-81.7826,75.2,68,1,5.75
344,Bathsheba,BB,2021-11-28 21:31:01,13.2167,-59.5167,83.01,74,40,13.8
345,Aksarka,RU,2021-11-28 21:31:01,66.5606,67.7975,0.09,91,100,4.7
346,Kuusamo,FI,2021-11-28 21:31:02,65.9667,29.1833,-2.16,84,90,1.14
347,Paamiut,GL,2021-11-28 21:31:02,61.994,-49.6678,38.08,91,100,24.47
348,Margate,GB,2021-11-28 21:31:02,51.3813,1.3862,33.66,79,32,24.2
349,Charters Towers,AU,2021-11-28 21:31:03,-20.1,146.2667,80.46,68,37,12.19
350,Zhigansk,RU,2021-11-28 21:31:03,66.7697,123.3711,-7.4,99,100,5.68
351,Leh,IN,2021-11-28 21:27:02,34.1667,77.5833,14.45,65,1,2.51
352,Saint Anthony,US,2021-11-28 21:30:52,45.0205,-93.218,40.15,30,1,9.22
353,San Diego,US,2021-11-28 21:30:15,32.7153,-117.1573,87.08,21,1,6.91
354,Amazar,RU,2021-11-28 21:31:04,53.858,120.875,1.27,89,67,1.66
355,Iqaluit,CA,2021-11-28 21:29:50,63.7506,-68.5145,24.53,68,90,13.8
356,Dingle,PH,2021-11-28 21:31:04,10.9995,122.6711,75.34,94,52,6.69
357,Chicama,PE,2021-11-28 21:31:04,-7.8447,-79.1469,63.14,76,100,8.84
358,Sao Gotardo,BR,2021-11-28 21:32:05,-19.3111,-46.0489,68.9,73,18,6.11
359,Ayorou,NE,2021-11-28 21:32:05,14.7308,0.9174,81.27,12,99,9.71
360,Sinnamary,GF,2021-11-28 21:32:05,5.3833,-52.95,78.67,82,19,8.95
361,Mogocha,RU,2021-11-28 21:32:06,53.7333,119.7667,-3.1,98,61,1.95
362,Adrar,MR,2021-11-28 21:32:06,20.5022,-10.0711,60.93,35,0,10.83
363,Bontang,ID,2021-11-28 21:32:06,0.1333,117.5,75.09,90,100,4.79
364,Ingham,US,2021-11-28 21:32:06,42.6,-84.3833,35.78,75,90,17.27
365,Ixtapa,MX,2021-11-28 21:32:07,20.7,-105.2,81.63,61,20,9.22
366,Vila Franca Do Campo,PT,2021-11-28 21:32:07,37.7167,-25.4333,59.41,66,94,5.06
367,Port Elizabeth,ZA,2021-11-28 21:32:07,-33.918,25.5701,64.69,77,0,24.16
368,Pangnirtung,CA,2021-11-28 21:32:08,66.1451,-65.7125,26.6,50,75,16.11
369,Tlachichuca,MX,2021-11-28 21:32:08,19.1,-97.4167,58.75,59,100,4.79
370,Port Lincoln,AU,2021-11-28 21:32:08,-34.7333,135.8667,63.54,64,1,7.07
371,Susurluk,TR,2021-11-28 21:32:08,39.9136,28.1578,60.58,47,37,11.41
372,Kautokeino,NO,2021-11-28 21:32:09,69.0125,23.0412,-6.72,100,100,6.6
373,Lazaro Cardenas,MX,2021-11-28 21:32:09,17.9583,-102.2,83.71,58,5,9.24
374,Narrabri,AU,2021-11-28 21:32:09,-30.3167,149.7833,64.49,88,75,8.05
375,Leland,US,2021-11-28 21:27:33,34.2563,-78.0447,64.42,29,1,10.36
376,Campo Maior,BR,2021-11-28 21:32:09,-4.8278,-42.1686,83.5,57,85,1.9
377,Nuevo Progreso,MX,2021-11-28 21:32:10,23.1667,-97.95,72.93,62,96,13.89
378,Mokshan,RU,2021-11-28 21:32:10,53.4365,44.6132,34.21,100,100,5.32
379,Tiznit,MA,2021-11-28 21:32:10,29.5833,-9.5,56.59,42,0,4.07
380,Maniitsoq,GL,2021-11-28 21:32:11,65.4167,-52.9,36.86,98,100,25.57
381,Kirovsk,UA,2021-11-28 21:32:11,48.6375,38.6428,49.96,96,100,12.86
382,Slave Lake,CA,2021-11-28 21:32:11,55.2834,-114.769,31.98,80,90,6.91
383,Evensk,RU,2021-11-28 21:32:12,61.95,159.2333,15.87,95,100,3.83
384,Maceio,BR,2021-11-28 21:32:12,-9.6658,-35.7353,83.64,74,75,9.22
385,Isabela,PH,2021-11-28 21:32:12,6.7085,121.9711,77.05,84,52,4.38
386,Charlestown,AU,2021-11-28 21:32:12,-32.95,151.6667,62.38,76,97,5.5
387,Hami,CN,2021-11-28 21:32:13,42.8,93.45,24.33,56,0,4.29
388,Sibut,CF,2021-11-28 21:32:13,5.718,19.0739,75.79,37,99,2.17
389,Marienburg,PL,2021-11-28 21:32:14,54.0359,19.0266,33.46,97,100,6.42
390,Maraa,BR,2021-11-28 21:32:14,-1.8333,-65.3667,76.55,93,90,3.09
391,Saint-Georges,GD,2021-11-28 21:29:10,12.0564,-61.7485,85.68,74,20,19.57
392,Vestmanna,FO,2021-11-28 21:32:15,62.1564,-7.1664,34.72,80,90,0.0
393,Marawi,PH,2021-11-28 21:32:15,7.9986,124.2928,68.14,91,52,2.01
394,Georgiyevskoye,RU,2021-11-28 21:32:15,58.731,45.024,35.08,81,100,12.3
395,Nizamabad,IN,2021-11-28 21:32:15,18.6667,78.1167,64.51,56,70,4.43
396,Constitucion,CL,2021-11-28 21:32:16,-35.3333,-72.4167,62.06,59,7,19.6
397,Krasnyy Oktyabr,RU,2021-11-28 21:32:16,56.1167,38.8833,27.28,98,100,3.06
398,Trat,TH,2021-11-28 21:32:16,12.5,102.5,70.47,88,100,7.92
399,Mahuva,IN,2021-11-28 21:32:17,21.0914,71.7622,75.94,54,100,9.37
400,Paranagua,BR,2021-11-28 21:32:17,-25.52,-48.5092,83.89,89,100,2.84
401,Ahuimanu,US,2021-11-28 21:32:17,21.4447,-157.8378,82.11,62,1,12.66
402,Stryn,NO,2021-11-28 21:32:18,61.9045,6.7226,18.32,80,38,6.08
403,Qui Nhon,VN,2021-11-28 21:32:18,13.7667,109.2333,76.32,91,100,4.81
404,Lakefield,US,2021-11-28 21:33:18,43.6775,-95.1717,44.08,30,40,4.61
405,Mazamari,PE,2021-11-28 21:33:18,-11.3258,-74.5308,76.87,78,100,3.22
406,Raga,SS,2021-11-28 21:33:19,8.4596,25.678,79.16,32,7,3.91
407,Galveston,US,2021-11-28 21:33:19,29.3669,-94.9669,60.91,77,90,9.22
408,Touros,BR,2021-11-28 21:33:19,-5.1989,-35.4608,83.3,78,49,11.18
409,Kaili,ID,2021-11-28 21:33:20,-3.4626,120.2147,66.88,97,100,1.57
410,Luanda,AO,2021-11-28 21:33:20,-8.8368,13.2343,78.8,78,75,6.91
411,Trairi,BR,2021-11-28 21:29:49,-3.2778,-39.2689,81.48,75,45,11.56
412,Tricase,IT,2021-11-28 21:33:21,39.9304,18.3553,56.55,71,61,15.01
413,Bima,ID,2021-11-28 21:33:21,-8.4667,118.7167,75.85,92,100,3.09
414,Ankpa,NG,2021-11-28 21:33:21,7.3706,7.6253,78.6,38,75,1.25
415,Salta,AR,2021-11-28 21:30:30,-24.7859,-65.4117,70.09,68,90,2.3
416,Alta Floresta,BR,2021-11-28 21:33:22,-9.8756,-56.0861,78.04,78,66,1.88
417,Goderich,CA,2021-11-28 21:33:22,43.7501,-81.7165,34.12,93,100,9.22
418,Pangkalanbuun,ID,2021-11-28 21:33:15,-2.6833,111.6167,70.63,98,100,2.51
419,Karaton,ID,2021-11-28 21:33:22,-6.3424,106.1045,75.36,95,100,4.41
420,Sechura,PE,2021-11-28 21:33:23,-5.5569,-80.8222,75.51,61,88,18.12
421,Along,IN,2021-11-28 21:33:23,28.1667,94.7667,50.9,64,0,1.61
422,Sumbe,AO,2021-11-28 21:33:23,-11.2061,13.8437,76.35,88,73,7.36
423,Broome,US,2021-11-28 21:33:24,42.2506,-75.833,32.77,100,90,6.91
424,Boueni,YT,2021-11-28 21:33:24,-12.9025,45.0761,78.78,78,21,4.32
425,Prestea,GH,2021-11-28 21:33:24,5.4327,-2.1428,75.56,94,99,2.71
426,Fare,PF,2021-11-28 21:33:24,-16.7,-151.0167,81.43,74,87,12.5
427,Fraga,ES,2021-11-28 21:33:25,41.5229,0.3489,41.83,83,97,16.4
428,Gisborne,NZ,2021-11-28 21:30:04,-38.6533,178.0042,69.01,68,56,5.95
429,Little Current,CA,2021-11-28 21:33:25,45.9793,-81.9248,28.49,89,100,6.31
430,Nybro,SE,2021-11-28 21:33:25,56.7446,15.9071,36.41,82,100,8.32
431,Stabat,ID,2021-11-28 21:33:26,3.761,98.4513,75.4,96,100,2.75
432,Cururupu,BR,2021-11-28 21:33:26,-1.8283,-44.8683,77.54,86,51,3.4
433,Tigil,RU,2021-11-28 21:33:27,57.8,158.6667,-3.71,94,99,5.32
434,Tonk,IN,2021-11-28 21:33:27,26.1667,75.7833,66.0,48,37,3.94
435,Myitkyina,MM,2021-11-28 21:33:27,25.3833,97.4,56.12,71,4,2.06
436,Cap Malheureux,MU,2021-11-28 21:33:28,-19.9842,57.6142,73.89,70,5,8.1
437,Caravelas,BR,2021-11-28 21:31:43,-17.7125,-39.2481,74.62,94,62,12.01
438,Kloulklubed,PW,2021-11-28 21:33:28,7.0419,134.2556,77.5,70,60,11.45
439,Jardim,BR,2021-11-28 21:33:28,-21.4803,-56.1381,85.1,56,45,5.91
440,Fort Smith,US,2021-11-28 21:33:29,35.3859,-94.3986,64.44,34,1,9.22
441,Yichang,CN,2021-11-28 21:33:29,30.7144,111.2847,50.16,57,65,1.28
442,Mago,RU,2021-11-28 21:33:29,53.2514,140.1822,19.69,96,100,3.2
443,Korla,CN,2021-11-28 21:33:20,41.7597,86.1469,22.71,58,0,3.15
444,Kuytun,RU,2021-11-28 21:33:30,54.3419,101.5036,19.53,87,100,10.04
445,Henties Bay,NA,2021-11-28 21:33:30,-22.116,14.2845,59.77,92,0,8.01
446,Killybegs,IE,2021-11-28 21:33:30,54.6333,-8.45,44.06,70,83,2.19
447,Zenzeli,RU,2021-11-28 21:33:31,45.9241,47.0474,44.76,92,81,9.75
448,Petropavlovsk-Kamchatskiy,RU,2021-11-28 21:33:31,53.0452,158.6483,9.19,67,0,2.24
449,Riyadh,SA,2021-11-28 21:28:42,24.6877,46.7219,60.94,34,0,7.87
450,Kununurra,AU,2021-11-28 21:34:31,-15.7667,128.7333,76.98,83,58,1.14
451,Singkang,MY,2021-11-28 21:34:32,2.1006,102.7994,75.09,91,100,3.36
452,Sistranda,NO,2021-11-28 21:34:32,63.7256,8.834,21.16,79,93,17.76
453,Vagay,RU,2021-11-28 21:34:32,57.9375,69.0217,21.38,83,100,7.76
454,Ostrovnoy,RU,2021-11-28 21:34:33,68.0531,39.5131,14.95,84,100,8.81
455,Mackay,AU,2021-11-28 21:34:33,-21.15,149.2,73.38,94,90,6.91
456,Shieli,KZ,2021-11-28 21:34:33,44.1667,66.75,35.49,35,0,6.64
457,Bereda,ES,2021-11-28 21:34:33,43.2686,-7.5406,47.95,96,100,6.04
458,Thinadhoo,MV,2021-11-28 21:34:34,0.5333,72.9333,81.95,72,77,19.39
459,Asfi,MA,2021-11-28 21:34:34,32.2994,-9.2372,56.8,58,0,17.9
460,Vaitape,PF,2021-11-28 21:34:35,-16.5167,-151.75,81.54,73,100,10.42
461,Los Llanos De Aridane,ES,2021-11-28 21:34:35,28.6585,-17.9182,62.35,72,40,23.02
462,Dalby,AU,2021-11-28 21:34:35,-27.1833,151.2667,68.7,71,27,14.88
463,Perelyub,RU,2021-11-28 21:34:36,51.8667,50.3667,32.63,89,100,10.69
464,Mehamn,NO,2021-11-28 21:34:36,71.0357,27.8492,14.18,73,37,21.85
465,Mangai,CD,2021-11-28 21:34:36,-4.05,19.5333,69.39,97,95,1.16
466,Aleksandrov Gay,RU,2021-11-28 21:34:37,50.147,48.5704,36.9,79,83,8.66
467,Slonim,BY,2021-11-28 21:34:37,53.0867,25.3219,36.45,98,100,7.94
468,Wasilla,US,2021-11-28 21:34:37,61.5814,-149.4394,0.52,79,1,0.0
469,Havelock,US,2021-11-28 21:32:13,34.8791,-76.9013,60.78,44,97,5.75
470,Cockburn Town,TC,2021-11-28 21:34:37,21.4612,-71.1419,78.76,73,40,9.22
471,Crossfield,CA,2021-11-28 21:34:38,51.4334,-114.0353,56.35,73,58,4.03
472,Maragogi,BR,2021-11-28 21:34:38,-9.0122,-35.2225,80.15,82,28,13.13
473,Gallup,US,2021-11-28 21:34:38,35.5281,-108.7426,61.56,26,1,5.75
474,Pedasi,PA,2021-11-28 21:34:39,7.5333,-80.0333,80.8,80,46,12.8
475,Shahe,CN,2021-11-28 21:34:39,39.2708,113.5478,34.86,88,100,6.02
476,Jiaojiang,CN,2021-11-28 21:34:39,28.6803,121.4428,58.41,94,82,5.26
477,Tonj,SS,2021-11-28 21:34:40,7.2737,28.6822,81.07,43,23,4.5
478,College,US,2021-11-28 21:34:40,64.8569,-147.8028,-20.54,71,40,4.61
479,Te Anau,NZ,2021-11-28 21:33:28,-45.4167,167.7167,63.27,41,18,1.1
480,Visnes,NO,2021-11-28 21:34:40,59.3556,5.2242,26.49,80,0,4.61
481,Kalianget,ID,2021-11-28 21:34:40,-7.05,113.9333,74.95,91,100,4.29
482,Maarianhamina,AX,2021-11-28 21:34:41,60.0973,19.9348,22.86,86,90,9.22
483,Eyl,SO,2021-11-28 21:34:41,7.9803,49.8164,76.89,72,38,14.67
484,Sumbawanga,TZ,2021-11-28 21:34:41,-7.9667,31.6167,63.57,66,93,3.78
485,Wattegama,LK,2021-11-28 21:34:42,6.7989,81.4808,74.32,94,99,2.75
486,Mabaruma,GY,2021-11-28 21:34:42,8.2,-59.7833,77.0,88,40,4.61
487,Krasnoselkup,RU,2021-11-28 21:34:42,65.7,82.4667,-19.93,100,76,5.44
488,San Quintin,MX,2021-11-28 21:34:42,30.4833,-115.95,71.96,39,0,10.98
489,San Patricio,US,2021-11-28 21:34:43,28.017,-97.5169,70.21,63,100,10.13
490,Tianpeng,CN,2021-11-28 21:34:43,30.9866,103.9393,52.27,80,100,2.71
491,Arman,RU,2021-11-28 21:35:43,59.7,150.1667,11.55,93,100,3.11
492,Polyarnyy,RU,2021-11-28 21:35:43,69.1989,33.4478,6.87,90,16,12.15
493,Kayerkan,RU,2021-11-28 21:35:44,69.3497,87.7602,-14.33,100,86,3.65
494,Sur,OM,2021-11-28 21:35:44,22.5667,59.5289,73.11,59,0,1.36
495,Barzas,RU,2021-11-28 21:35:44,55.7167,86.3167,17.83,94,100,9.17
496,Canakkale,TR,2021-11-28 21:35:45,40.0833,26.8333,61.38,61,30,16.78
497,Saint-Joseph,RE,2021-11-28 21:35:45,-21.3667,55.6167,75.58,86,35,5.91
498,Mayor Pablo Lagerenza,PY,2021-11-28 21:35:45,-19.9309,-60.7718,76.24,85,98,13.33
499,Nabire,ID,2021-11-28 21:35:45,-3.3667,135.4833,78.39,85,98,2.95
500,Biak,ID,2021-11-28 21:34:32,-0.9131,122.8766,76.23,83,100,4.21
501,Rubtsovsk,RU,2021-11-28 21:35:46,51.5,81.25,12.13,83,14,6.02
502,Mopipi,BW,2021-11-28 21:35:46,-21.1833,24.8833,78.96,47,82,8.95
503,Mildura,AU,2021-11-28 21:35:46,-34.2,142.15,69.76,46,0,4.61
504,Ullapool,GB,2021-11-28 21:35:47,57.8987,-5.1604,32.43,80,90,4.23
505,Lodja,CD,2021-11-28 21:35:47,-3.4833,23.4333,68.5,94,39,1.32
506,Kjollefjord,NO,2021-11-28 21:35:47,70.9457,27.3465,14.05,73,30,21.85
507,Gberia Fotombu,SL,2021-11-28 21:35:47,9.8833,-11.1667,75.24,49,6,3.18
508,Gold Coast,AU,2021-11-28 21:35:48,-28.0,153.4333,71.67,78,75,11.5
509,Eyrarbakki,IS,2021-11-28 21:35:48,63.863,-21.1481,41.05,97,100,9.57
510,Koungou,YT,2021-11-28 21:35:48,-12.7336,45.2042,78.51,89,20,5.75
511,Richards Bay,ZA,2021-11-28 21:35:49,-28.783,32.0377,71.82,76,4,9.91
512,Northam,GB,2021-11-28 21:35:49,51.0333,-4.2167,37.02,74,56,16.64
513,Zapolyarnyy,RU,2021-11-28 21:35:49,69.4154,30.8136,-2.92,96,37,8.66
514,Udachnyy,RU,2021-11-28 21:35:49,66.4167,112.4,-20.49,97,97,2.37
515,Kaduy,RU,2021-11-28 21:35:50,59.2,37.15,19.96,96,98,3.94
516,Vestmannaeyjar,IS,2021-11-28 21:35:50,63.4427,-20.2734,43.83,95,100,3.96
517,San Ignacio,BZ,2021-11-28 21:35:50,17.1561,-89.0714,86.14,58,75,4.61
518,Tripoli,LY,2021-11-28 21:33:19,32.8752,13.1875,61.93,52,64,30.62
519,Madang,PG,2021-11-28 21:35:51,-5.2246,145.7966,79.36,85,80,3.56
520,Kashary,RU,2021-11-28 21:35:51,49.04,41.0056,46.51,94,100,9.24
521,Kisangani,CD,2021-11-28 21:35:51,0.5167,25.2,71.26,98,100,1.05
522,Coihaique,CL,2021-11-28 21:35:51,-45.5752,-72.0662,58.95,67,75,3.44
523,Barranca,PE,2021-11-28 21:33:02,-10.75,-77.7667,68.47,77,95,9.75
524,Konza,KE,2021-11-28 21:35:52,-1.7426,37.1294,62.24,87,93,4.5
525,Pringsewu,ID,2021-11-28 21:35:52,-5.3582,104.9744,72.91,95,100,4.59
526,Zinder,NE,2021-11-28 21:35:52,13.8072,8.9881,74.55,13,73,9.33
527,Coracora,PE,2021-11-28 21:35:53,-15.0333,-73.7833,54.07,66,92,9.17
528,Dzhalil,RU,2021-11-28 21:35:53,55.0239,52.7358,28.54,94,100,13.09
529,Nkhata Bay,MW,2021-11-28 21:35:53,-11.6066,34.2907,73.69,68,1,3.8
530,Beaune,FR,2021-11-28 21:35:53,47.0833,4.75,33.15,97,100,11.27
531,Woodburn,US,2021-11-28 21:33:28,45.1437,-122.8554,62.71,72,1,11.5
532,Hadejia,NG,2021-11-28 21:35:54,12.4498,10.0444,75.51,16,23,8.99
533,Piste,MX,2021-11-28 21:35:54,20.7,-88.5833,85.03,44,91,3.42
534,Amapa,BR,2021-11-28 21:35:54,1.0,-52.0,74.16,97,100,2.64
535,Andra,RU,2021-11-28 21:35:55,62.5147,65.8878,23.95,96,100,10.4
536,Zhirnovsk,RU,2021-11-28 21:35:55,50.9845,44.7735,40.69,96,100,6.42
537,Ust-Ishim,RU,2021-11-28 21:35:55,57.6935,71.1665,18.9,82,100,7.58
538,Kutum,SD,2021-11-28 21:35:55,14.2,24.6667,67.39,22,0,8.03
539,Parintins,BR,2021-11-28 21:36:56,-2.6283,-56.7358,82.06,65,95,2.26
540,Pierre,US,2021-11-28 21:36:56,44.3683,-100.351,52.72,43,1,3.44
541,Tambacounda,SN,2021-11-28 21:36:56,13.7539,-13.7586,86.05,25,0,6.91
542,Foumban,CM,2021-11-28 21:36:57,5.7291,10.9001,64.4,50,94,4.21
543,Hatillo,PR,2021-11-28 21:36:57,18.4863,-66.8254,81.16,83,46,11.05
544,Alta Gracia,AR,2021-11-28 21:36:57,-31.6529,-64.4283,75.97,31,3,9.93
545,Anshun,CN,2021-11-28 21:36:58,26.25,105.9333,48.83,95,94,4.54
546,Buala,SB,2021-11-28 21:36:58,-8.145,159.5921,83.79,74,81,7.07
547,Bozhou,CN,2021-11-28 21:36:58,33.8772,115.7703,45.46,87,0,3.42
548,Ahipara,NZ,2021-11-28 21:36:58,-35.1667,173.1667,69.8,62,94,2.59
549,Cayenne,GF,2021-11-28 21:36:59,4.9333,-52.3333,80.64,89,75,2.3
550,Mbumi,TZ,2021-11-28 21:36:59,-7.9058,39.2105,77.22,90,100,3.09
551,Shubarshi,KZ,2021-11-28 21:36:59,48.5872,57.1869,21.47,85,100,4.05
552,San Carlos De Bariloche,AR,2021-11-28 21:36:59,-41.1456,-71.3082,62.35,27,20,26.46
553,Puerto Del Rosario,ES,2021-11-28 21:37:00,28.5004,-13.8627,65.95,63,20,23.02
554,Verkhoyansk,RU,2021-11-28 21:37:00,67.5447,133.385,-20.7,100,97,1.5
555,Beloha,MG,2021-11-28 21:37:00,-25.1667,45.05,64.0,66,3,15.5
556,Meulaboh,ID,2021-11-28 21:36:09,4.1363,96.1285,74.41,90,100,4.38
557,Viedma,AR,2021-11-28 21:37:01,-40.8135,-62.9967,72.36,27,0,8.9
558,Abha,SA,2021-11-28 21:37:01,18.2164,42.5053,57.02,41,0,0.0
559,Saint Pete Beach,US,2021-11-28 21:37:01,27.7253,-82.7412,68.05,40,1,9.22
560,Dudinka,RU,2021-11-28 21:37:02,69.4058,86.1778,-22.13,100,100,1.86
561,Karonga,MW,2021-11-28 21:37:02,-9.9333,33.9333,75.92,75,14,4.9
562,Belaya Gora,RU,2021-11-28 21:37:02,68.5333,146.4167,-20.24,99,100,1.92
563,Walvis Bay,NA,2021-11-28 21:37:02,-22.9575,14.5053,58.15,94,0,1.14
564,Verkhnevilyuysk,RU,2021-11-28 21:37:03,63.4453,120.3167,-16.92,100,84,3.51
565,Parana,AR,2021-11-28 21:36:01,-31.732,-60.5238,72.36,49,3,13.27
566,Soe,ID,2021-11-28 21:37:03,-9.8607,124.284,68.65,85,100,2.59
567,Bukan,IR,2021-11-28 21:37:03,36.521,46.2089,45.0,76,27,4.12
