City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
62,Bilibino,68.0546,166.4372,-40.95,99,49,4.99,RU,2021-12-04 22:32:17,scattered clouds
63,Puerto Ayora,-0.7393,-90.3518,75.16,83,78,7.7,EC,2021-12-04 22:28:16,broken clouds
64,Bredasdorp,-34.5322,20.0403,61.29,92,100,19.33,ZA,2021-12-04 22:31:33,moderate rain
65,Port Alfred,-33.5906,26.891,68.09,95,100,22.93,ZA,2021-12-04 22:23:00,light rain
66,Sapa,5.1544,120.3241,80.69,79,100,15.68,PH,2021-12-04 22:36:16,overcast clouds
67,Longyearbyen,78.2186,15.6401,19.24,73,75,18.41,SJ,2021-12-04 22:30:29,broken clouds
68,New Norfolk,-42.7826,147.0587,56.91,51,3,1.99,AU,2021-12-04 22:28:20,clear sky
69,Libertador General San Martin,-23.8064,-64.7876,73.08,85,93,1.92,AR,2021-12-04 22:36:17,overcast clouds
70,Faya,18.3851,42.4509,52.32,39,0,1.01,SA,2021-12-04 22:36:17,clear sky
71,Kirkcudbright,54.8383,-4.0491,41.94,68,100,20.58,GB,2021-12-04 22:36:17,overcast clouds
72,Hasaki,35.7333,140.8333,37.8,60,4,18.01,JP,2021-12-04 22:27:01,clear sky
73,Vila Franca Do Campo,37.7167,-25.4333,63.19,86,92,0.87,PT,2021-12-04 22:30:27,overcast clouds
74,Barrow,71.2906,-156.7887,15.82,79,90,16.11,US,2021-12-04 22:25:01,overcast clouds
75,Wisconsin Rapids,44.3836,-89.8174,34.83,53,90,8.05,US,2021-12-04 22:33:49,overcast clouds
76,Bluff,-46.6,168.3333,55.8,90,99,8.86,NZ,2021-12-04 22:27:04,light rain
77,San Juan,-31.5375,-68.5364,67.8,59,100,12.08,AR,2021-12-04 22:27:07,overcast clouds
78,Punta Arenas,-53.15,-70.9167,55.51,47,20,24.16,CL,2021-12-04 22:28:17,few clouds
79,Piacabucu,-10.4056,-36.4344,79.14,83,75,10.8,BR,2021-12-04 22:36:18,broken clouds
80,Aykhal,66.0,111.5,-21.59,99,99,5.14,RU,2021-12-04 22:31:35,overcast clouds
81,Maua,-23.6678,-46.4614,71.11,81,78,7.38,BR,2021-12-04 22:36:19,broken clouds
82,Ponta Do Sol,32.6667,-17.1,66.83,66,97,9.28,PT,2021-12-04 22:31:35,overcast clouds
83,Tuktoyaktuk,69.4541,-133.0374,-23.8,76,1,4.61,CA,2021-12-04 22:29:16,clear sky
84,Tigil,57.8,158.6667,22.14,95,100,14.5,RU,2021-12-04 22:36:19,light snow
85,Korla,41.7597,86.1469,26.42,61,95,1.41,CN,2021-12-04 22:32:46,overcast clouds
86,Khatanga,71.9667,102.5,-21.1,97,100,9.35,RU,2021-12-04 22:25:23,overcast clouds
87,Luderitz,-26.6481,15.1594,60.93,89,5,6.4,NA,2021-12-04 22:28:16,clear sky
88,Senneterre,48.3835,-77.2328,8.82,96,100,3.36,CA,2021-12-04 22:36:19,overcast clouds
89,Pevek,69.7008,170.3133,-24.41,99,91,6.11,RU,2021-12-04 22:33:58,overcast clouds
90,Kirovsk,48.6375,38.6428,31.06,99,100,10.69,UA,2021-12-04 22:37:20,snow
91,Talaya,61.3833,152.75,-36.71,100,100,1.81,RU,2021-12-04 22:37:20,overcast clouds
92,Vila Velha,-20.3297,-40.2925,76.95,78,75,4.61,BR,2021-12-04 22:28:12,broken clouds
93,La Asuncion,11.0333,-63.8628,83.93,70,60,18.41,VE,2021-12-04 22:35:09,broken clouds
94,San Jeronimo,-11.9472,-75.2829,55.96,76,100,3.96,PE,2021-12-04 22:37:20,overcast clouds
95,Upernavik,72.7868,-56.1549,23.36,63,100,2.66,GL,2021-12-04 22:32:07,overcast clouds
96,Male,4.1748,73.5089,82.35,78,40,11.5,MV,2021-12-04 22:37:21,scattered clouds
97,Villa De Cura,10.0386,-67.4894,72.48,78,46,4.09,VE,2021-12-04 22:37:21,scattered clouds
98,Ust-Maya,60.4167,134.5333,-9.65,98,100,3.85,RU,2021-12-04 22:37:21,overcast clouds
99,Olafsvik,64.8945,-23.7142,34.93,78,82,12.1,IS,2021-12-04 22:32:44,broken clouds
100,Canon City,38.441,-105.2424,65.32,35,1,5.99,US,2021-12-04 22:37:22,clear sky
101,Burns Lake,54.2331,-125.7533,24.22,85,100,3.13,CA,2021-12-04 22:35:27,light snow
102,Nikolskoye,59.7035,30.7861,13.01,94,99,5.88,RU,2021-12-04 22:31:42,overcast clouds
103,Fairbanks,64.8378,-147.7164,-21.01,68,1,0.0,US,2021-12-04 22:37:22,clear sky
104,Pitimbu,-7.4706,-34.8086,79.39,80,27,11.56,BR,2021-12-04 22:37:22,scattered clouds
105,Sonamukhi,23.3,87.4167,63.61,95,100,5.99,IN,2021-12-04 22:37:23,overcast clouds
106,Vagur,61.4732,-6.8119,41.4,53,99,18.39,FO,2021-12-04 22:37:23,overcast clouds
107,Payson,40.0444,-111.7321,59.99,47,40,4.61,US,2021-12-04 22:37:23,scattered clouds
108,Antofagasta,-23.65,-70.4,63.68,69,23,8.12,CL,2021-12-04 22:29:19,few clouds
109,Ancud,-41.8697,-73.8203,62.13,66,0,2.62,CL,2021-12-04 22:32:50,clear sky
110,Victoria,22.2855,114.1577,64.38,66,97,5.99,HK,2021-12-04 22:25:50,overcast clouds
111,Eyl,7.9803,49.8164,74.75,71,92,15.68,SO,2021-12-04 22:37:24,overcast clouds
112,Cabaiguan,22.0789,-79.4992,76.62,81,4,8.66,CU,2021-12-04 22:37:24,clear sky
113,Celestun,20.8667,-90.4,77.49,70,22,17.05,MX,2021-12-04 22:37:24,few clouds
114,Cherskiy,68.75,161.3,-36.78,100,43,2.71,RU,2021-12-04 22:37:25,scattered clouds
115,Vygonichi,53.0985,34.0673,24.91,100,94,4.47,RU,2021-12-04 22:37:25,mist
116,Hilo,19.7297,-155.09,76.28,83,90,0.0,US,2021-12-04 22:25:24,mist
117,Amazar,53.858,120.875,5.74,97,100,1.16,RU,2021-12-04 22:37:26,overcast clouds
118,Bachaquero,9.9694,-71.1494,82.08,71,59,6.4,VE,2021-12-04 22:37:26,broken clouds
119,Mount Pleasant,32.7941,-79.8626,66.34,81,1,1.99,US,2021-12-04 22:36:52,clear sky
120,Mataura,-46.1927,168.8643,55.47,91,100,6.17,NZ,2021-12-04 22:37:26,overcast clouds
121,Port Macquarie,-31.4333,152.9167,66.16,84,99,13.96,AU,2021-12-04 22:37:26,overcast clouds
122,Anadyr,64.75,177.4833,-3.5,76,75,17.0,RU,2021-12-04 22:37:27,light snow
123,Traverse City,44.7631,-85.6206,34.0,57,40,12.66,US,2021-12-04 22:37:27,scattered clouds
124,Mount Gambier,-37.8333,140.7667,58.91,55,40,14.97,AU,2021-12-04 22:37:27,scattered clouds
125,Poum,-20.2333,164.0167,81.52,69,18,9.86,NC,2021-12-04 22:33:56,few clouds
126,Dunedin,-45.8742,170.5036,54.81,66,100,3.0,NZ,2021-12-04 22:37:28,moderate rain
127,Vardo,70.3705,31.1107,21.13,75,16,24.07,NO,2021-12-04 22:37:28,few clouds
128,San Cristobal,7.7669,-72.225,75.38,75,54,2.64,VE,2021-12-04 22:32:44,broken clouds
129,Sao Filipe,14.8961,-24.4956,76.05,72,94,10.94,CV,2021-12-04 22:28:20,overcast clouds
130,Vanimo,-2.6741,141.3028,80.46,86,100,6.62,PG,2021-12-04 22:37:28,light rain
131,Mehamn,71.0357,27.8492,17.94,84,13,21.88,NO,2021-12-04 22:30:25,few clouds
132,Eldorado,-23.7869,-54.2836,79.12,51,80,5.17,BR,2021-12-04 22:37:29,broken clouds
133,Luena,-11.7833,19.9167,63.52,98,100,3.53,AO,2021-12-04 22:37:29,overcast clouds
134,Pisco,-13.7,-76.2167,69.85,78,0,19.57,PE,2021-12-04 22:37:29,clear sky
135,Une,4.4031,-74.0253,67.35,98,99,3.24,CO,2021-12-04 22:37:29,overcast clouds
136,Esperance,-33.8667,121.9,57.04,70,47,10.85,AU,2021-12-04 22:38:30,scattered clouds
137,Yar-Sale,66.8333,70.8333,-22.95,98,25,3.33,RU,2021-12-04 22:38:30,scattered clouds
138,Roswell,34.0232,-84.3616,66.43,76,1,1.01,US,2021-12-04 22:33:57,clear sky
139,Port Hedland,-20.3167,118.5667,80.65,54,75,9.22,AU,2021-12-04 22:38:31,broken clouds
140,Cabo San Lucas,22.8909,-109.9124,84.51,55,1,5.01,MX,2021-12-04 22:33:55,clear sky
141,Torbay,47.6666,-52.7314,31.57,56,40,27.63,CA,2021-12-04 22:38:31,scattered clouds
142,Gushikawa,26.3544,127.8686,63.63,64,90,13.8,JP,2021-12-04 22:38:31,overcast clouds
143,Paamiut,61.994,-49.6678,35.91,76,99,44.38,GL,2021-12-04 22:38:31,light rain
144,Constitucion,-35.3333,-72.4167,63.57,64,2,13.13,CL,2021-12-04 22:38:32,clear sky
145,Maroantsetra,-15.4333,49.7333,75.9,86,52,3.74,MG,2021-12-04 22:38:32,light rain
146,Nazca,-14.8333,-74.95,75.54,55,85,7.14,PE,2021-12-04 22:38:32,overcast clouds
147,Alyangula,-13.8483,136.4192,85.87,89,100,5.75,AU,2021-12-04 22:38:33,overcast clouds
148,Tutoia,-2.7619,-42.2744,81.19,81,71,11.32,BR,2021-12-04 22:38:33,broken clouds
149,Usinsk,65.9939,57.5281,-11.07,82,69,9.66,RU,2021-12-04 22:38:33,broken clouds
150,Port Hardy,50.6996,-127.4199,41.76,81,75,4.61,CA,2021-12-04 22:29:18,light rain
151,Victor Harbor,-35.5667,138.6167,65.46,69,100,9.86,AU,2021-12-04 22:38:34,overcast clouds
152,East London,-33.0153,27.9116,68.76,95,100,18.81,ZA,2021-12-04 22:30:28,light rain
153,Morgan City,29.6994,-91.2068,75.99,59,3,0.98,US,2021-12-04 22:38:34,clear sky
154,Severo-Kurilsk,50.6789,156.125,31.44,71,75,21.81,RU,2021-12-04 22:32:49,broken clouds
155,Muli,2.9167,73.5667,82.44,77,57,11.74,MV,2021-12-04 22:38:34,broken clouds
156,Brewster,41.3973,-73.6171,45.19,72,1,0.0,US,2021-12-04 22:36:35,clear sky
157,Hobyo,5.3505,48.5268,78.71,75,63,14.41,SO,2021-12-04 22:38:35,broken clouds
158,Kuala Terengganu,5.3302,103.1408,73.35,94,20,3.44,MY,2021-12-04 22:38:35,few clouds
159,Gibsons,49.3997,-123.5027,42.8,87,90,7.4,CA,2021-12-04 22:38:35,overcast clouds
160,Lasa,46.6166,10.7002,39.11,95,100,1.81,IT,2021-12-04 22:38:35,light snow
161,Ust-Kut,56.7938,105.7672,21.9,84,100,12.08,RU,2021-12-04 22:38:36,overcast clouds
162,Chornobay,49.6708,32.3239,30.18,84,43,5.66,UA,2021-12-04 22:38:36,scattered clouds
163,Pasni,25.2631,63.471,72.72,70,0,4.43,PK,2021-12-04 22:38:36,clear sky
164,Lebu,-37.6167,-73.65,56.53,74,0,20.78,CL,2021-12-04 22:30:24,clear sky
165,Botou,38.0667,116.5667,36.86,67,0,5.91,CN,2021-12-04 22:38:37,clear sky
166,Sobolevo,54.4299,31.8996,27.21,90,100,7.23,RU,2021-12-04 22:38:37,overcast clouds
167,Havre-Saint-Pierre,50.2334,-63.5986,26.6,54,1,24.16,CA,2021-12-04 22:38:37,clear sky
168,Charters Towers,-20.1,146.2667,83.44,53,0,7.56,AU,2021-12-04 22:38:38,clear sky
169,Killybegs,54.6333,-8.45,45.19,69,36,24.83,IE,2021-12-04 22:38:38,scattered clouds
170,Leningradskiy,69.3833,178.4167,-18.04,94,87,5.35,RU,2021-12-04 22:31:38,overcast clouds
171,College,64.8569,-147.8028,-21.01,68,75,0.0,US,2021-12-04 22:33:55,broken clouds
172,Taltal,-25.4,-70.4833,65.86,69,32,5.12,CL,2021-12-04 22:30:20,scattered clouds
173,Dwarka,22.2394,68.9678,74.59,51,0,14.03,IN,2021-12-04 22:38:38,clear sky
174,Mitu,1.1983,-70.1733,71.42,99,100,0.31,CO,2021-12-04 22:38:39,overcast clouds
175,Juan De Acosta,10.8281,-75.0334,83.59,80,78,11.07,CO,2021-12-04 22:38:39,broken clouds
176,Shimoda,34.6667,138.95,45.1,63,36,9.73,JP,2021-12-04 22:30:26,scattered clouds
177,Tabou,4.423,-7.3528,80.04,81,23,7.16,CI,2021-12-04 22:38:39,few clouds
178,Beringovskiy,63.05,179.3167,25.52,98,100,6.24,RU,2021-12-04 22:38:40,snow
179,Seddon,-37.8068,144.8916,62.35,54,20,13.8,AU,2021-12-04 22:31:34,few clouds
180,Mandurah,-32.55,115.7,71.22,53,0,8.12,AU,2021-12-04 22:38:40,clear sky
181,Bayan,46.0833,127.4,9.7,83,5,6.44,CN,2021-12-04 22:38:40,clear sky
182,Mbour,14.422,-16.9638,73.49,56,100,12.73,SN,2021-12-04 22:38:41,overcast clouds
183,Los Llanos De Aridane,28.6585,-17.9182,62.35,61,75,11.99,ES,2021-12-04 22:32:52,broken clouds
184,Oranjestad,12.524,-70.027,82.35,74,20,17.27,AW,2021-12-04 22:39:41,few clouds
185,Brownwood,31.7093,-98.9912,75.2,34,32,4.36,US,2021-12-04 22:39:41,scattered clouds
186,Beauchamps,50.012,1.5176,41.49,73,16,12.8,FR,2021-12-04 22:39:42,few clouds
187,Riacho De Santana,-13.6092,-42.9389,69.13,90,89,1.88,BR,2021-12-04 22:39:42,overcast clouds
188,Muisne,0.6,-80.0333,75.49,82,100,8.23,EC,2021-12-04 22:39:42,overcast clouds
189,Stornoway,58.2093,-6.3865,40.96,86,75,3.0,GB,2021-12-04 22:39:42,broken clouds
190,Waipawa,-41.4122,175.5153,68.63,55,90,12.41,NZ,2021-12-04 22:39:43,overcast clouds
191,Qaqortoq,60.7167,-46.0333,35.13,73,100,31.21,GL,2021-12-04 22:39:43,light rain
192,Iqaluit,63.7506,-68.5145,8.33,78,90,28.77,CA,2021-12-04 22:39:43,light snow
193,Nagato,34.3833,131.2,44.55,68,77,5.53,JP,2021-12-04 22:39:43,broken clouds
194,Hamilton,39.1834,-84.5333,49.44,50,1,4.61,US,2021-12-04 22:38:12,clear sky
195,Tiksi,71.6872,128.8694,-20.6,97,100,1.9,RU,2021-12-04 22:30:59,overcast clouds
196,Altoona,40.5187,-78.3947,46.65,51,14,1.99,US,2021-12-04 22:39:44,few clouds
197,Comodoro Rivadavia,-45.8667,-67.5,71.46,26,20,20.71,AR,2021-12-04 22:39:44,few clouds
198,Bethel,41.3712,-73.414,44.71,68,1,1.01,US,2021-12-04 22:31:33,clear sky
199,Dingzhou,38.5131,114.9956,26.71,51,2,3.06,CN,2021-12-04 22:39:44,clear sky
200,Carnarvon,-24.8667,113.6333,69.87,94,0,5.75,AU,2021-12-04 22:39:45,clear sky
201,Palmer,42.1584,-72.3287,37.62,72,20,8.05,US,2021-12-04 22:39:45,few clouds
202,Norman Wells,65.282,-126.8329,-34.56,61,20,4.61,CA,2021-12-04 22:39:45,few clouds
203,Bambous Virieux,-20.3428,57.7575,77.25,78,20,5.75,MU,2021-12-04 22:31:32,few clouds
204,Codrington,-38.2667,141.9667,58.62,49,9,8.75,AU,2021-12-04 22:31:39,clear sky
205,Sao Joao Da Barra,-21.6403,-41.0511,73.06,81,15,6.33,BR,2021-12-04 22:39:46,few clouds
206,Mardin,37.3131,40.7436,44.28,35,99,3.31,TR,2021-12-04 22:39:46,overcast clouds
207,Zandvoort,52.3749,4.5341,44.96,88,75,13.8,NL,2021-12-04 22:39:46,broken clouds
208,Qaanaaq,77.484,-69.3632,0.46,64,70,7.65,GL,2021-12-04 22:27:26,broken clouds
209,Tazovskiy,67.4667,78.7,-30.82,99,35,5.12,RU,2021-12-04 22:36:30,scattered clouds
210,Berlevag,70.8578,29.0864,17.64,86,32,24.7,NO,2021-12-04 22:39:47,scattered clouds
211,Thompson,55.7435,-97.8558,-7.44,84,75,4.61,CA,2021-12-04 22:37:40,broken clouds
212,Mar Del Plata,-38.0023,-57.5575,59.02,82,75,11.99,AR,2021-12-04 22:39:47,broken clouds
213,Tadine,-21.55,167.8833,79.66,77,88,15.84,NC,2021-12-04 22:39:47,overcast clouds
214,Magadi,12.9667,77.2333,70.14,90,93,2.8,IN,2021-12-04 22:39:48,overcast clouds
215,Jumla,29.2747,82.1838,42.13,67,1,4.05,NP,2021-12-04 22:34:01,clear sky
216,Scalea,39.813,15.7956,55.35,86,80,6.8,IT,2021-12-04 22:39:48,broken clouds
217,Hermanus,-34.4187,19.2345,64.9,93,100,17.45,ZA,2021-12-04 22:39:48,heavy intensity rain
218,Kloulklubed,7.0419,134.2556,79.3,74,92,3.11,PW,2021-12-04 22:39:49,overcast clouds
219,Visnes,59.3556,5.2242,37.22,60,20,12.66,NO,2021-12-04 22:34:00,few clouds
220,Ostrovnoy,68.0531,39.5131,3.94,96,81,7.61,RU,2021-12-04 22:39:49,broken clouds
221,Dengzhou,37.8086,120.7508,42.15,70,0,9.22,CN,2021-12-04 22:39:49,clear sky
222,Livani,56.3543,26.1758,23.97,98,98,2.86,LV,2021-12-04 22:39:50,overcast clouds
223,Sinnamary,5.3833,-52.95,77.56,90,87,9.6,GF,2021-12-04 22:39:50,overcast clouds
224,Geraldton,-28.7667,114.6,66.61,63,0,9.22,AU,2021-12-04 22:36:24,clear sky
225,Aberdeen,57.1437,-2.0981,43.21,77,75,19.57,GB,2021-12-04 22:39:50,broken clouds
226,Maltahohe,-24.8333,16.9833,52.41,58,0,7.92,NA,2021-12-04 22:39:51,clear sky
227,Pak Phanang,8.3511,100.202,75.07,76,97,11.63,TH,2021-12-04 22:39:51,overcast clouds
228,Audru,58.4086,24.3739,18.97,93,77,9.64,EE,2021-12-04 22:39:51,broken clouds
229,Cerrito,6.8432,-72.694,56.59,86,98,6.46,CO,2021-12-04 22:36:45,overcast clouds
230,Luang Prabang,19.8856,102.1347,49.93,78,92,2.06,LA,2021-12-04 22:40:52,overcast clouds
231,Lagoa,39.05,-27.9833,63.43,83,71,10.63,PT,2021-12-04 22:31:41,broken clouds
232,Kualakapuas,-3.0091,114.3876,73.15,97,100,2.84,ID,2021-12-04 22:40:52,overcast clouds
233,Nakhon Si Thammarat,8.25,100.0,75.06,86,100,6.76,TH,2021-12-04 22:40:52,overcast clouds
234,Machiques,10.0644,-72.545,80.58,71,96,5.26,VE,2021-12-04 22:40:52,overcast clouds
235,Pangnirtung,66.1451,-65.7125,19.4,86,90,0.0,CA,2021-12-04 22:40:53,light snow
236,Dalvik,65.9702,-18.5286,15.73,79,37,8.21,IS,2021-12-04 22:40:53,scattered clouds
237,Jijiga,9.35,42.8,56.79,34,0,8.05,ET,2021-12-04 22:40:53,clear sky
238,Bredy,52.4153,60.3411,28.13,87,88,14.76,RU,2021-12-04 22:40:54,overcast clouds
239,Jijiang,29.2906,106.2542,56.5,70,100,1.54,CN,2021-12-04 22:40:54,overcast clouds
240,Sabang,5.8933,95.3214,80.98,76,52,8.99,ID,2021-12-04 22:32:47,light rain
241,San Patricio,28.017,-97.5169,84.61,70,55,12.5,US,2021-12-04 22:40:54,broken clouds
242,Tuatapere,-46.1333,167.6833,55.81,96,100,11.21,NZ,2021-12-04 22:38:49,light rain
243,Moville,42.4889,-96.0725,38.84,29,83,8.81,US,2021-12-04 22:40:54,broken clouds
244,Carsamba,41.1989,36.7219,62.35,45,75,4.61,TR,2021-12-04 22:40:55,light rain
245,Guasdualito,7.2424,-70.7324,87.8,55,20,4.61,VE,2021-12-04 22:40:55,few clouds
246,Veraval,20.9,70.3667,74.17,70,4,5.14,IN,2021-12-04 22:40:55,clear sky
247,Soyo,-6.1349,12.3689,78.28,88,100,6.2,AO,2021-12-04 22:40:56,overcast clouds
248,Mchinji,-13.7984,32.8802,71.31,53,0,9.15,MW,2021-12-04 22:40:56,clear sky
249,Ubinskoye,55.3068,79.6802,28.06,95,99,12.66,RU,2021-12-04 22:40:56,overcast clouds
250,Ribeira Grande,38.5167,-28.7,64.31,75,89,11.97,PT,2021-12-04 22:40:57,overcast clouds
251,Nanortalik,60.1432,-45.2371,35.11,97,98,27.81,GL,2021-12-04 22:40:57,moderate rain
252,Okitipupa,6.5047,4.7839,77.22,91,69,1.39,NG,2021-12-04 22:40:57,broken clouds
253,Kruisfontein,-34.0033,24.7314,60.89,96,100,17.18,ZA,2021-12-04 22:34:02,light rain
254,Chor,25.5167,69.7667,65.7,30,0,7.09,PK,2021-12-04 22:40:58,clear sky
255,Narsaq,60.9167,-46.05,31.59,73,100,13.29,GL,2021-12-04 22:40:58,overcast clouds
256,Clyde River,70.4692,-68.5914,12.43,92,100,32.21,CA,2021-12-04 22:40:11,light snow
257,Hayden,47.766,-116.7866,39.49,88,90,3.44,US,2021-12-04 22:40:58,light rain
258,Cidreira,-30.1811,-50.2056,70.18,79,100,18.84,BR,2021-12-04 22:40:59,overcast clouds
259,Bahir Dar,11.5936,37.3908,61.03,50,4,3.02,ET,2021-12-04 22:40:59,clear sky
260,Copiapo,-27.3667,-70.3333,58.69,28,57,6.11,CL,2021-12-04 22:40:59,broken clouds
261,Dori,14.0354,-0.0345,76.87,13,3,8.23,BF,2021-12-04 22:40:59,clear sky
262,Nhulunbuy,-12.2333,136.7667,86.61,74,100,4.61,AU,2021-12-04 22:41:00,overcast clouds
263,Tubmanburg,6.8708,-10.8172,76.05,91,84,1.16,LR,2021-12-04 22:41:00,light rain
264,Avarua,-21.2078,-159.775,78.85,83,90,6.91,CK,2021-12-04 22:41:00,overcast clouds
265,Bambui,-20.0064,-45.9769,71.24,79,87,3.53,BR,2021-12-04 22:41:01,overcast clouds
266,Gornopravdinsk,60.05,69.9,26.19,98,100,4.34,RU,2021-12-04 22:41:01,snow
267,Svetlogorsk,52.6333,29.7333,29.62,88,100,8.28,BY,2021-12-04 22:41:01,overcast clouds
268,Salalah,17.0151,54.0924,73.49,46,0,2.3,OM,2021-12-04 22:32:53,clear sky
269,Shangzhi,45.2167,127.9667,7.32,89,7,3.78,CN,2021-12-04 22:32:50,clear sky
270,Prado,-17.3411,-39.2208,74.66,86,39,3.02,BR,2021-12-04 22:40:51,scattered clouds
271,Skibbereen,51.55,-9.2667,39.0,67,23,18.12,IE,2021-12-04 22:42:02,few clouds
272,Tasiilaq,65.6145,-37.6368,28.56,88,100,41.47,GL,2021-12-04 22:40:09,snow
273,Bengkulu,-3.8004,102.2655,75.27,89,100,8.12,ID,2021-12-04 22:37:36,heavy intensity rain
274,Santana,-0.0583,-51.1817,80.78,78,40,2.3,BR,2021-12-04 22:42:02,scattered clouds
275,Sao Raimundo Nonato,-9.0153,-42.6994,73.89,87,97,1.81,BR,2021-12-04 22:42:02,overcast clouds
276,Provideniya,64.3833,-173.3,22.15,93,97,5.88,RU,2021-12-04 22:32:53,light snow
277,Ola,59.5833,151.2833,-0.67,93,100,5.5,RU,2021-12-04 22:42:03,overcast clouds
278,Eyemouth,55.8713,-2.0901,42.84,76,100,35.25,GB,2021-12-04 22:42:03,moderate rain
279,Saint-Augustin,51.226,-58.6502,21.78,57,29,19.44,CA,2021-12-04 22:42:03,scattered clouds
280,Amga,60.8953,131.9608,-14.64,100,97,1.81,RU,2021-12-04 22:42:04,overcast clouds
281,Jesup,31.6074,-81.8854,68.95,77,1,0.0,US,2021-12-04 22:39:58,clear sky
282,Mayumba,-3.432,10.6554,77.47,91,100,5.77,GA,2021-12-04 22:42:04,overcast clouds
283,Kamenka,51.3223,42.7678,27.75,84,100,3.96,RU,2021-12-04 22:42:05,overcast clouds
284,Maceio,-9.6658,-35.7353,81.84,83,75,8.05,BR,2021-12-04 22:42:05,broken clouds
285,Milkovo,54.7167,158.6167,25.18,67,100,17.81,RU,2021-12-04 22:42:05,overcast clouds
286,Cap Malheureux,-19.9842,57.6142,77.49,71,63,1.99,MU,2021-12-04 22:42:05,broken clouds
287,Ararat,39.8317,44.7049,25.14,42,62,3.65,AM,2021-12-04 22:42:06,broken clouds
288,Bin Qirdan,33.1378,11.2197,51.66,49,0,11.59,TN,2021-12-04 22:42:06,clear sky
289,Praia Da Vitoria,38.7333,-27.0667,63.75,94,75,6.08,PT,2021-12-04 22:42:07,broken clouds
290,Kaitangata,-46.2817,169.8464,59.94,77,100,8.39,NZ,2021-12-04 22:41:25,overcast clouds
291,Airai,-8.9266,125.4092,62.53,91,100,0.47,TL,2021-12-04 22:32:46,overcast clouds
292,Sanmenxia,34.7747,111.1814,38.23,45,29,2.93,CN,2021-12-04 22:42:07,scattered clouds
293,Taunggyi,20.7833,97.0333,51.55,92,49,1.54,MM,2021-12-04 22:42:07,scattered clouds
294,Acapulco,16.8634,-99.8901,84.02,74,1,8.05,MX,2021-12-04 22:38:55,clear sky
295,Hofn,64.2539,-15.2082,31.06,59,0,9.37,IS,2021-12-04 22:42:08,clear sky
296,Ulladulla,-35.35,150.4667,59.9,74,100,6.24,AU,2021-12-04 22:42:08,overcast clouds
297,Pangody,65.85,74.4859,-29.9,100,75,3.06,RU,2021-12-04 22:42:08,broken clouds
298,San Felipe,10.3399,-68.7425,72.48,92,63,4.32,VE,2021-12-04 22:42:09,broken clouds
299,Rio Gallegos,-51.6226,-69.2181,66.25,27,75,29.93,AR,2021-12-04 22:42:09,broken clouds
300,Guerrero Negro,27.9769,-114.0611,66.51,69,100,18.03,MX,2021-12-04 22:42:09,overcast clouds
301,Chato,-2.6378,31.7669,69.15,82,89,2.82,TZ,2021-12-04 22:42:10,light rain
302,Ossora,59.2353,163.0719,27.14,97,100,6.08,RU,2021-12-04 22:42:10,light snow
303,Bundaberg,-24.85,152.35,83.21,65,40,3.0,AU,2021-12-04 22:42:10,scattered clouds
304,Kavieng,-2.5744,150.7967,83.08,79,100,9.55,PG,2021-12-04 22:42:10,moderate rain
305,Saint George,37.1041,-113.5841,72.07,24,1,1.99,US,2021-12-04 22:39:36,clear sky
306,Coro,11.4045,-69.6734,79.29,81,44,16.26,VE,2021-12-04 22:42:11,scattered clouds
307,Caravelas,-17.7125,-39.2481,74.89,85,13,4.52,BR,2021-12-04 22:42:11,few clouds
308,Urk,52.6625,5.6014,43.07,86,100,15.73,NL,2021-12-04 22:42:11,overcast clouds
309,Baiyin,36.5583,104.2081,31.5,34,0,3.51,CN,2021-12-04 22:42:12,clear sky
310,Alekseyevka,50.6309,38.6903,29.66,83,100,4.94,RU,2021-12-04 22:42:12,overcast clouds
311,Taga,46.95,24.05,28.72,86,83,2.28,RO,2021-12-04 22:42:12,broken clouds
312,Bokoro,12.3807,17.0568,78.12,18,51,13.56,TD,2021-12-04 22:41:19,broken clouds
313,Dingle,10.9995,122.6711,73.96,90,55,10.13,PH,2021-12-04 22:38:56,broken clouds
314,Komsomolskiy,40.4272,71.7189,38.62,75,100,4.61,UZ,2021-12-04 22:42:13,mist
315,Staryy Nadym,65.6118,72.6842,-28.88,100,75,4.34,RU,2021-12-04 22:42:13,broken clouds
316,Dos Hermanas,37.2829,-5.9209,57.24,85,20,1.01,ES,2021-12-04 22:43:13,few clouds
317,Coihaique,-45.5752,-72.0662,66.15,45,40,8.05,CL,2021-12-04 22:43:14,scattered clouds
318,Palana,59.1167,159.9667,18.55,94,100,16.37,RU,2021-12-04 22:43:14,snow
319,Galich,58.3797,42.3475,3.02,97,85,3.65,RU,2021-12-04 22:43:14,overcast clouds
320,Rosetta,31.4044,30.4164,58.82,53,73,12.68,EG,2021-12-04 22:43:14,broken clouds
321,Honningsvag,70.9821,25.9704,22.93,74,10,21.21,NO,2021-12-04 22:43:15,clear sky
322,Kargasok,59.0556,80.8572,19.92,94,100,8.75,RU,2021-12-04 22:43:15,overcast clouds
323,Verkhovazhye,60.7472,42.0465,3.72,93,100,7.76,RU,2021-12-04 22:43:15,overcast clouds
324,Beira,-19.8436,34.8389,77.74,84,0,9.06,MZ,2021-12-04 22:43:15,clear sky
